CINUM,ASSETATTRID,ALNVALUE
F5VIP-10.19.100.75: 1812,FLOATINGSELFIP,10.19.100.74
F5VIP-10.19.100.75: 1812,CMDBPORT,1812
F5VIP-10.19.100.75: 1812,ACTIVESELFIP,10.19.100.73
F5VIP-10.19.100.75: 1812,STANDBYSELFIP,10.19.100.72
F5VIP-10.19.100.75: 1813,FLOATINGSELFIP,10.19.100.74
F5VIP-10.19.100.75: 1813,CMDBPORT,1813
F5VIP-10.19.100.75: 1813,ACTIVESELFIP,10.19.100.73
F5VIP-10.19.100.75: 1813,STANDBYSELFIP,10.19.100.72
F5VIP-10.19.100.75: 8888,FLOATINGSELFIP,10.19.100.74
F5VIP-10.19.100.75: 8888,CMDBPORT,8888
F5VIP-10.19.100.75: 8888,ACTIVESELFIP,10.19.100.73
F5VIP-10.19.100.75: 8888,STANDBYSELFIP,10.19.100.72
F5VIP-10.19.11.52: 443,FLOATINGSELFIP,10.19.11.254
F5VIP-10.19.11.52: 443,CMDBPORT,443
F5VIP-10.19.11.52: 443,ACTIVESELFIP,10.19.11.253
F5VIP-10.19.11.52: 443,STANDBYSELFIP,10.19.11.252
F5VIP-10.19.11.53: 443,FLOATINGSELFIP,10.19.11.254
F5VIP-10.19.11.53: 443,CMDBPORT,443
F5VIP-10.19.11.53: 443,ACTIVESELFIP,10.19.11.253
F5VIP-10.19.11.53: 443,STANDBYSELFIP,10.19.11.252
F5VIP-10.19.11.53: 80,FLOATINGSELFIP,10.19.11.254
F5VIP-10.19.11.53: 80,CMDBPORT,80
F5VIP-10.19.11.53: 80,ACTIVESELFIP,10.19.11.253
F5VIP-10.19.11.53: 80,STANDBYSELFIP,10.19.11.252
F5VIP-10.19.12.45: 80,FLOATINGSELFIP,10.19.12.229
F5VIP-10.19.12.45: 80,CMDBPORT,80
F5VIP-10.19.12.45: 80,ACTIVESELFIP,10.19.12.228
F5VIP-10.19.12.45: 80,STANDBYSELFIP,10.19.12.227
F5VIP-10.19.135.110: 443,FLOATINGSELFIP,10.19.135.111
F5VIP-10.19.135.110: 443,CMDBPORT,443
F5VIP-10.19.135.110: 443,ACTIVESELFIP,10.19.135.112
F5VIP-10.19.135.110: 443,STANDBYSELFIP,10.19.135.113
F5VIP-10.19.135.114: 443,FLOATINGSELFIP,10.19.135.111
F5VIP-10.19.135.114: 443,CMDBPORT,443
F5VIP-10.19.135.114: 443,ACTIVESELFIP,10.19.135.112
F5VIP-10.19.135.114: 443,STANDBYSELFIP,10.19.135.113
F5VIP-10.19.135.115: 443,FLOATINGSELFIP,10.19.135.111
F5VIP-10.19.135.115: 443,CMDBPORT,443
F5VIP-10.19.135.115: 443,ACTIVESELFIP,10.19.135.112
F5VIP-10.19.135.115: 443,STANDBYSELFIP,10.19.135.113
F5VIP-10.19.135.140: 443,FLOATINGSELFIP,10.19.135.141
F5VIP-10.19.135.140: 443,CMDBPORT,443
F5VIP-10.19.135.140: 443,ACTIVESELFIP,10.19.135.142
F5VIP-10.19.135.140: 443,STANDBYSELFIP,10.19.135.143
F5VIP-10.19.135.144: 443,FLOATINGSELFIP,10.19.135.141
F5VIP-10.19.135.144: 443,CMDBPORT,443
F5VIP-10.19.135.144: 443,ACTIVESELFIP,10.19.135.142
F5VIP-10.19.135.144: 443,STANDBYSELFIP,10.19.135.143
F5VIP-10.19.138.150: 80,FLOATINGSELFIP,10.19.138.155
F5VIP-10.19.138.150: 80,CMDBPORT,80
F5VIP-10.19.138.150: 80,ACTIVESELFIP,10.19.138.154
F5VIP-10.19.138.150: 80,STANDBYSELFIP,10.19.138.153
F5VIP-10.19.138.150: 8001,FLOATINGSELFIP,10.19.138.155
F5VIP-10.19.138.150: 8001,CMDBPORT,8001
F5VIP-10.19.138.150: 8001,ACTIVESELFIP,10.19.138.154
F5VIP-10.19.138.150: 8001,STANDBYSELFIP,10.19.138.153
F5VIP-10.19.139.12: 80,FLOATINGSELFIP,10.19.139.14
F5VIP-10.19.139.12: 80,CMDBPORT,80
F5VIP-10.19.139.12: 80,ACTIVESELFIP,10.19.139.7
F5VIP-10.19.139.12: 80,STANDBYSELFIP,10.19.139.13
F5VIP-10.19.139.148: 443,FLOATINGSELFIP,10.19.139.151
F5VIP-10.19.139.148: 443,CMDBPORT,443
F5VIP-10.19.139.148: 443,ACTIVESELFIP,10.19.139.149
F5VIP-10.19.139.148: 443,STANDBYSELFIP,10.19.139.150
F5VIP-10.19.139.25: 80,FLOATINGSELFIP,10.19.139.24
F5VIP-10.19.139.25: 80,CMDBPORT,80
F5VIP-10.19.139.25: 80,ACTIVESELFIP,10.19.139.23
F5VIP-10.19.139.25: 80,STANDBYSELFIP,10.19.139.22
F5VIP-10.19.139.25: 8080,FLOATINGSELFIP,10.19.139.24
F5VIP-10.19.139.25: 8080,CMDBPORT,8080
F5VIP-10.19.139.25: 8080,ACTIVESELFIP,10.19.139.23
F5VIP-10.19.139.25: 8080,STANDBYSELFIP,10.19.139.22
F5VIP-10.19.139.25: 90,FLOATINGSELFIP,10.19.139.24
F5VIP-10.19.139.25: 90,CMDBPORT,90
F5VIP-10.19.139.25: 90,ACTIVESELFIP,10.19.139.23
F5VIP-10.19.139.25: 90,STANDBYSELFIP,10.19.139.22
F5VIP-10.19.139.25: 9090,FLOATINGSELFIP,10.19.139.24
F5VIP-10.19.139.25: 9090,CMDBPORT,9090
F5VIP-10.19.139.25: 9090,ACTIVESELFIP,10.19.139.23
F5VIP-10.19.139.25: 9090,STANDBYSELFIP,10.19.139.22
F5VIP-10.19.142.139: 8003,FLOATINGSELFIP,10.19.142.142
F5VIP-10.19.142.139: 8003,CMDBPORT,8003
F5VIP-10.19.142.139: 8003,ACTIVESELFIP,10.19.142.141
F5VIP-10.19.142.139: 8003,STANDBYSELFIP,10.19.142.140
F5VIP-10.19.144.150: 8012,FLOATINGSELFIP,10.19.144.153
F5VIP-10.19.144.150: 8012,CMDBPORT,8012
F5VIP-10.19.144.150: 8012,ACTIVESELFIP,10.19.144.152
F5VIP-10.19.144.150: 8012,STANDBYSELFIP,10.19.144.151
F5VIP-10.19.151.120: 25,FLOATINGSELFIP,10.19.151.32
F5VIP-10.19.151.120: 25,CMDBPORT,25
F5VIP-10.19.151.120: 25,ACTIVESELFIP,10.19.151.31
F5VIP-10.19.151.120: 25,STANDBYSELFIP,10.19.151.30
F5VIP-10.19.151.35: 110,FLOATINGSELFIP,10.19.151.32
F5VIP-10.19.151.35: 110,CMDBPORT,110
F5VIP-10.19.151.35: 110,ACTIVESELFIP,10.19.151.31
F5VIP-10.19.151.35: 110,STANDBYSELFIP,10.19.151.30
F5VIP-10.19.151.35: 993,FLOATINGSELFIP,10.19.151.32
F5VIP-10.19.151.35: 993,CMDBPORT,993
F5VIP-10.19.151.35: 993,ACTIVESELFIP,10.19.151.31
F5VIP-10.19.151.35: 993,STANDBYSELFIP,10.19.151.30
F5VIP-10.19.151.35: 995,FLOATINGSELFIP,10.19.151.32
F5VIP-10.19.151.35: 995,CMDBPORT,995
F5VIP-10.19.151.35: 995,ACTIVESELFIP,10.19.151.31
F5VIP-10.19.151.35: 995,STANDBYSELFIP,10.19.151.30
F5VIP-10.19.151.60: 110,FLOATINGSELFIP,10.19.151.32
F5VIP-10.19.151.60: 110,CMDBPORT,110
F5VIP-10.19.151.60: 110,ACTIVESELFIP,10.19.151.31
F5VIP-10.19.151.60: 110,STANDBYSELFIP,10.19.151.30
F5VIP-10.19.151.60: 143,FLOATINGSELFIP,10.19.151.32
F5VIP-10.19.151.60: 143,CMDBPORT,143
F5VIP-10.19.151.60: 143,ACTIVESELFIP,10.19.151.31
F5VIP-10.19.151.60: 143,STANDBYSELFIP,10.19.151.30
F5VIP-10.19.151.60: 993,FLOATINGSELFIP,10.19.151.32
F5VIP-10.19.151.60: 993,CMDBPORT,993
F5VIP-10.19.151.60: 993,ACTIVESELFIP,10.19.151.31
F5VIP-10.19.151.60: 993,STANDBYSELFIP,10.19.151.30
F5VIP-10.19.151.60: 995,FLOATINGSELFIP,10.19.151.32
F5VIP-10.19.151.60: 995,CMDBPORT,995
F5VIP-10.19.151.60: 995,ACTIVESELFIP,10.19.151.31
F5VIP-10.19.151.60: 995,STANDBYSELFIP,10.19.151.30
F5VIP-10.19.17.196: 443,FLOATINGSELFIP,10.19.17.199
F5VIP-10.19.17.196: 443,CMDBPORT,443
F5VIP-10.19.17.196: 443,ACTIVESELFIP,10.19.17.198
F5VIP-10.19.17.196: 443,STANDBYSELFIP,10.19.17.197
F5VIP-10.19.17.228: 443,FLOATINGSELFIP,10.19.17.229
F5VIP-10.19.17.228: 443,CMDBPORT,443
F5VIP-10.19.17.228: 443,ACTIVESELFIP,10.19.17.230
F5VIP-10.19.17.228: 443,STANDBYSELFIP,10.19.17.231
F5VIP-10.19.17.228: 8443,FLOATINGSELFIP,10.19.17.229
F5VIP-10.19.17.228: 8443,CMDBPORT,8443
F5VIP-10.19.17.228: 8443,ACTIVESELFIP,10.19.17.230
F5VIP-10.19.17.228: 8443,STANDBYSELFIP,10.19.17.231
F5VIP-10.19.172.36: 443,FLOATINGSELFIP,10.19.172.40
F5VIP-10.19.172.36: 443,CMDBPORT,443
F5VIP-10.19.172.36: 443,ACTIVESELFIP,10.19.172.38
F5VIP-10.19.172.36: 443,STANDBYSELFIP,10.19.172.37
F5VIP-10.19.172.7: 443,FLOATINGSELFIP,10.19.172.6
F5VIP-10.19.172.7: 443,CMDBPORT,443
F5VIP-10.19.172.7: 443,ACTIVESELFIP,10.19.172.4
F5VIP-10.19.172.7: 443,STANDBYSELFIP,10.19.172.5
F5VIP-10.19.172.71: 443,FLOATINGSELFIP,10.19.172.70
F5VIP-10.19.172.71: 443,CMDBPORT,443
F5VIP-10.19.172.71: 443,ACTIVESELFIP,10.19.172.68
F5VIP-10.19.172.71: 443,STANDBYSELFIP,10.19.172.69
F5VIP-10.19.186.59: 443,FLOATINGSELFIP,10.19.186.54
F5VIP-10.19.186.59: 443,CMDBPORT,443
F5VIP-10.19.186.59: 443,ACTIVESELFIP,10.19.186.53
F5VIP-10.19.186.59: 443,STANDBYSELFIP,10.19.186.54
F5VIP-10.19.187.136: 443,FLOATINGSELFIP,10.19.187.145
F5VIP-10.19.187.136: 443,CMDBPORT,443
F5VIP-10.19.187.136: 443,ACTIVESELFIP,10.19.187.146
F5VIP-10.19.187.136: 443,STANDBYSELFIP,10.19.187.147
F5VIP-10.19.187.137: 443,FLOATINGSELFIP,10.19.187.145
F5VIP-10.19.187.137: 443,CMDBPORT,443
F5VIP-10.19.187.137: 443,ACTIVESELFIP,10.19.187.146
F5VIP-10.19.187.137: 443,STANDBYSELFIP,10.19.187.147
F5VIP-10.19.187.138: 443,FLOATINGSELFIP,10.19.187.145
F5VIP-10.19.187.138: 443,CMDBPORT,443
F5VIP-10.19.187.138: 443,ACTIVESELFIP,10.19.187.146
F5VIP-10.19.187.138: 443,STANDBYSELFIP,10.19.187.147
F5VIP-10.19.187.198: 443,FLOATINGSELFIP,10.19.187.200
F5VIP-10.19.187.198: 443,CMDBPORT,443
F5VIP-10.19.187.198: 443,ACTIVESELFIP,10.19.187.201
F5VIP-10.19.187.198: 443,STANDBYSELFIP,10.19.187.200
F5VIP-10.19.187.198: 444,FLOATINGSELFIP,10.19.187.200
F5VIP-10.19.187.198: 444,CMDBPORT,444
F5VIP-10.19.187.198: 444,ACTIVESELFIP,10.19.187.201
F5VIP-10.19.187.198: 444,STANDBYSELFIP,10.19.187.200
F5VIP-10.19.187.199: 443,FLOATINGSELFIP,10.19.187.200
F5VIP-10.19.187.199: 443,CMDBPORT,443
F5VIP-10.19.187.199: 443,ACTIVESELFIP,10.19.187.201
F5VIP-10.19.187.199: 443,STANDBYSELFIP,10.19.187.200
F5VIP-10.19.191.210: 4040,FLOATINGSELFIP,10.19.191.197
F5VIP-10.19.191.210: 4040,CMDBPORT,4040
F5VIP-10.19.191.210: 4040,ACTIVESELFIP,10.19.191.196
F5VIP-10.19.191.210: 4040,STANDBYSELFIP,10.19.191.195
F5VIP-10.19.191.210: 443,FLOATINGSELFIP,10.19.191.197
F5VIP-10.19.191.210: 443,CMDBPORT,443
F5VIP-10.19.191.210: 443,ACTIVESELFIP,10.19.191.196
F5VIP-10.19.191.210: 443,STANDBYSELFIP,10.19.191.195
F5VIP-10.19.191.210: 80,FLOATINGSELFIP,10.19.191.197
F5VIP-10.19.191.210: 80,CMDBPORT,80
F5VIP-10.19.191.210: 80,ACTIVESELFIP,10.19.191.196
F5VIP-10.19.191.210: 80,STANDBYSELFIP,10.19.191.195
F5VIP-10.19.192.145: 8080,FLOATINGSELFIP,10.19.192.144
F5VIP-10.19.192.145: 8080,CMDBPORT,8080
F5VIP-10.19.192.145: 8080,ACTIVESELFIP,10.19.192.143
F5VIP-10.19.192.145: 8080,STANDBYSELFIP,10.19.192.142
F5VIP-10.19.193.10: 443,FLOATINGSELFIP,10.19.193.13
F5VIP-10.19.193.10: 443,CMDBPORT,443
F5VIP-10.19.193.10: 443,ACTIVESELFIP,10.19.193.14
F5VIP-10.19.193.10: 443,STANDBYSELFIP,10.19.193.12
F5VIP-10.19.193.10: 80,FLOATINGSELFIP,10.19.193.13
F5VIP-10.19.193.10: 80,CMDBPORT,80
F5VIP-10.19.193.10: 80,ACTIVESELFIP,10.19.193.14
F5VIP-10.19.193.10: 80,STANDBYSELFIP,10.19.193.12
F5VIP-10.19.193.10: 8098,FLOATINGSELFIP,10.19.193.13
F5VIP-10.19.193.10: 8098,CMDBPORT,8098
F5VIP-10.19.193.10: 8098,ACTIVESELFIP,10.19.193.14
F5VIP-10.19.193.10: 8098,STANDBYSELFIP,10.19.193.12
F5VIP-10.19.193.10: 8125,FLOATINGSELFIP,10.19.193.13
F5VIP-10.19.193.10: 8125,CMDBPORT,8125
F5VIP-10.19.193.10: 8125,ACTIVESELFIP,10.19.193.14
F5VIP-10.19.193.10: 8125,STANDBYSELFIP,10.19.193.12
F5VIP-10.19.194.200: 80,FLOATINGSELFIP,10.19.194.197
F5VIP-10.19.194.200: 80,CMDBPORT,80
F5VIP-10.19.194.200: 80,ACTIVESELFIP,10.19.194.196
F5VIP-10.19.194.200: 80,STANDBYSELFIP,10.19.194.195
F5VIP-10.19.195.175: 13080,FLOATINGSELFIP,10.19.195.189
F5VIP-10.19.195.175: 13080,CMDBPORT,13080
F5VIP-10.19.195.175: 13080,ACTIVESELFIP,10.19.195.190
F5VIP-10.19.195.175: 13080,STANDBYSELFIP,10.19.195.188
F5VIP-10.19.20.103: 443,FLOATINGSELFIP,10.19.20.102
F5VIP-10.19.20.103: 443,CMDBPORT,443
F5VIP-10.19.20.103: 443,ACTIVESELFIP,10.19.20.100
F5VIP-10.19.20.103: 443,STANDBYSELFIP,10.19.20.101
F5VIP-10.19.20.13: 443,FLOATINGSELFIP,10.19.20.2
F5VIP-10.19.20.13: 443,CMDBPORT,443
F5VIP-10.19.20.13: 443,ACTIVESELFIP,10.19.20.3
F5VIP-10.19.20.13: 443,STANDBYSELFIP,10.19.20.4
F5VIP-10.19.20.13: 8443,FLOATINGSELFIP,10.19.20.2
F5VIP-10.19.20.13: 8443,CMDBPORT,8443
F5VIP-10.19.20.13: 8443,ACTIVESELFIP,10.19.20.3
F5VIP-10.19.20.13: 8443,STANDBYSELFIP,10.19.20.4
F5VIP-10.19.20.41: 443,FLOATINGSELFIP,10.19.20.40
F5VIP-10.19.20.41: 443,CMDBPORT,443
F5VIP-10.19.20.41: 443,ACTIVESELFIP,10.19.20.42
F5VIP-10.19.20.41: 443,STANDBYSELFIP,10.19.20.39
F5VIP-10.19.20.41: 8443,FLOATINGSELFIP,10.19.20.40
F5VIP-10.19.20.41: 8443,CMDBPORT,8443
F5VIP-10.19.20.41: 8443,ACTIVESELFIP,10.19.20.42
F5VIP-10.19.20.41: 8443,STANDBYSELFIP,10.19.20.39
F5VIP-10.19.20.69: 443,FLOATINGSELFIP,10.19.20.77
F5VIP-10.19.20.69: 443,CMDBPORT,443
F5VIP-10.19.20.69: 443,ACTIVESELFIP,10.19.20.75
F5VIP-10.19.20.69: 443,STANDBYSELFIP,10.19.20.76
F5VIP-10.19.23.50: 443,FLOATINGSELFIP,10.19.23.56
F5VIP-10.19.23.50: 443,CMDBPORT,443
F5VIP-10.19.23.50: 443,ACTIVESELFIP,10.19.23.57
F5VIP-10.19.23.50: 443,STANDBYSELFIP,10.19.23.55
F5VIP-10.19.23.50: 80,FLOATINGSELFIP,10.19.23.56
F5VIP-10.19.23.50: 80,CMDBPORT,80
F5VIP-10.19.23.50: 80,ACTIVESELFIP,10.19.23.57
F5VIP-10.19.23.50: 80,STANDBYSELFIP,10.19.23.55
F5VIP-10.19.245.104: 443,FLOATINGSELFIP,10.19.245.106
F5VIP-10.19.245.104: 443,CMDBPORT,443
F5VIP-10.19.245.104: 443,ACTIVESELFIP,10.19.245.105
F5VIP-10.19.245.104: 443,STANDBYSELFIP,10.19.245.102
F5VIP-10.19.245.230: 443,FLOATINGSELFIP,10.19.245.229
F5VIP-10.19.245.230: 443,CMDBPORT,443
F5VIP-10.19.245.230: 443,ACTIVESELFIP,10.19.245.231
F5VIP-10.19.245.230: 443,STANDBYSELFIP,10.19.245.232
F5VIP-10.19.245.230: 8443,FLOATINGSELFIP,10.19.245.229
F5VIP-10.19.245.230: 8443,CMDBPORT,8443
F5VIP-10.19.245.230: 8443,ACTIVESELFIP,10.19.245.231
F5VIP-10.19.245.230: 8443,STANDBYSELFIP,10.19.245.232
F5VIP-10.19.245.24: 443,FLOATINGSELFIP,10.19.245.27
F5VIP-10.19.245.24: 443,CMDBPORT,443
F5VIP-10.19.245.24: 443,ACTIVESELFIP,10.19.245.25
F5VIP-10.19.245.24: 443,STANDBYSELFIP,10.19.245.26
F5VIP-10.19.245.50: 443,FLOATINGSELFIP,10.19.245.57
F5VIP-10.19.245.50: 443,CMDBPORT,443
F5VIP-10.19.245.50: 443,ACTIVESELFIP,10.19.245.55
F5VIP-10.19.245.50: 443,STANDBYSELFIP,10.19.245.56
F5VIP-10.19.245.70: 12920,FLOATINGSELFIP,10.19.245.68
F5VIP-10.19.245.70: 12920,CMDBPORT,12920
F5VIP-10.19.245.70: 12920,ACTIVESELFIP,10.19.245.67
F5VIP-10.19.245.70: 12920,STANDBYSELFIP,10.19.245.66
F5VIP-10.19.245.70: 443,FLOATINGSELFIP,10.19.245.68
F5VIP-10.19.245.70: 443,CMDBPORT,443
F5VIP-10.19.245.70: 443,ACTIVESELFIP,10.19.245.67
F5VIP-10.19.245.70: 443,STANDBYSELFIP,10.19.245.66
F5VIP-10.19.245.70: 7443,FLOATINGSELFIP,10.19.245.68
F5VIP-10.19.245.70: 7443,CMDBPORT,7443
F5VIP-10.19.245.70: 7443,ACTIVESELFIP,10.19.245.67
F5VIP-10.19.245.70: 7443,STANDBYSELFIP,10.19.245.66
F5VIP-10.19.245.70: 8443,FLOATINGSELFIP,10.19.245.68
F5VIP-10.19.245.70: 8443,CMDBPORT,8443
F5VIP-10.19.245.70: 8443,ACTIVESELFIP,10.19.245.67
F5VIP-10.19.245.70: 8443,STANDBYSELFIP,10.19.245.66
F5VIP-10.19.245.70: 9443,FLOATINGSELFIP,10.19.245.68
F5VIP-10.19.245.70: 9443,CMDBPORT,9443
F5VIP-10.19.245.70: 9443,ACTIVESELFIP,10.19.245.67
F5VIP-10.19.245.70: 9443,STANDBYSELFIP,10.19.245.66
F5VIP-10.19.246.105: 443,FLOATINGSELFIP,10.19.246.104
F5VIP-10.19.246.105: 443,CMDBPORT,443
F5VIP-10.19.246.105: 443,ACTIVESELFIP,10.19.246.103
F5VIP-10.19.246.105: 443,STANDBYSELFIP,10.19.246.102
F5VIP-10.19.246.132: 443,FLOATINGSELFIP,10.19.246.141
F5VIP-10.19.246.132: 443,CMDBPORT,443
F5VIP-10.19.246.132: 443,ACTIVESELFIP,10.19.246.140
F5VIP-10.19.246.132: 443,STANDBYSELFIP,10.19.246.142
F5VIP-10.19.246.148: 443,FLOATINGSELFIP,10.19.246.156
F5VIP-10.19.246.148: 443,CMDBPORT,443
F5VIP-10.19.246.148: 443,ACTIVESELFIP,10.19.246.158
F5VIP-10.19.246.148: 443,STANDBYSELFIP,10.19.246.157
F5VIP-10.19.246.148: 80,FLOATINGSELFIP,10.19.246.156
F5VIP-10.19.246.148: 80,CMDBPORT,80
F5VIP-10.19.246.148: 80,ACTIVESELFIP,10.19.246.158
F5VIP-10.19.246.148: 80,STANDBYSELFIP,10.19.246.157
F5VIP-10.19.246.180: 443,FLOATINGSELFIP,10.19.246.181
F5VIP-10.19.246.180: 443,CMDBPORT,443
F5VIP-10.19.246.180: 443,ACTIVESELFIP,10.19.246.183
F5VIP-10.19.246.180: 443,STANDBYSELFIP,10.19.246.182
F5VIP-10.19.247.7: 773,FLOATINGSELFIP,10.19.247.10
F5VIP-10.19.247.7: 773,CMDBPORT,773
F5VIP-10.19.247.7: 773,ACTIVESELFIP,10.19.247.9
F5VIP-10.19.247.7: 773,STANDBYSELFIP,10.19.247.8
F5VIP-10.19.247.7: 80,FLOATINGSELFIP,10.19.247.10
F5VIP-10.19.247.7: 80,CMDBPORT,80
F5VIP-10.19.247.7: 80,ACTIVESELFIP,10.19.247.9
F5VIP-10.19.247.7: 80,STANDBYSELFIP,10.19.247.8
F5VIP-10.19.248.116: 443,FLOATINGSELFIP,10.19.248.119
F5VIP-10.19.248.116: 443,CMDBPORT,443
F5VIP-10.19.248.116: 443,ACTIVESELFIP,10.19.248.117
F5VIP-10.19.248.116: 443,STANDBYSELFIP,10.19.248.118
F5VIP-10.19.248.132: 443,FLOATINGSELFIP,10.19.248.137
F5VIP-10.19.248.132: 443,CMDBPORT,443
F5VIP-10.19.248.132: 443,ACTIVESELFIP,10.19.248.135
F5VIP-10.19.248.132: 443,STANDBYSELFIP,10.19.248.136
F5VIP-10.19.248.148: 443,FLOATINGSELFIP,10.19.248.152
F5VIP-10.19.248.148: 443,CMDBPORT,443
F5VIP-10.19.248.148: 443,ACTIVESELFIP,10.19.248.150
F5VIP-10.19.248.148: 443,STANDBYSELFIP,10.19.248.151
F5VIP-10.19.248.196: 443,FLOATINGSELFIP,10.19.248.199
F5VIP-10.19.248.196: 443,CMDBPORT,443
F5VIP-10.19.248.196: 443,ACTIVESELFIP,10.19.248.197
F5VIP-10.19.248.196: 443,STANDBYSELFIP,10.19.248.198
F5VIP-10.19.248.212: 443,FLOATINGSELFIP,10.19.248.215
F5VIP-10.19.248.212: 443,CMDBPORT,443
F5VIP-10.19.248.212: 443,ACTIVESELFIP,10.19.248.213
F5VIP-10.19.248.212: 443,STANDBYSELFIP,10.19.248.214
F5VIP-10.19.248.68: 443,FLOATINGSELFIP,10.19.248.70
F5VIP-10.19.248.68: 443,CMDBPORT,443
F5VIP-10.19.248.68: 443,ACTIVESELFIP,10.19.248.71
F5VIP-10.19.248.68: 443,STANDBYSELFIP,10.19.248.69
F5VIP-10.19.248.68: 80,FLOATINGSELFIP,10.19.248.70
F5VIP-10.19.248.68: 80,CMDBPORT,80
F5VIP-10.19.248.68: 80,ACTIVESELFIP,10.19.248.71
F5VIP-10.19.248.68: 80,STANDBYSELFIP,10.19.248.69
F5VIP-10.19.248.87: 443,FLOATINGSELFIP,10.19.248.86
F5VIP-10.19.248.87: 443,CMDBPORT,443
F5VIP-10.19.248.87: 443,ACTIVESELFIP,10.19.248.85
F5VIP-10.19.248.87: 443,STANDBYSELFIP,10.19.248.84
F5VIP-10.19.249.12: 443,FLOATINGSELFIP,10.19.249.28
F5VIP-10.19.249.12: 443,CMDBPORT,443
F5VIP-10.19.249.12: 443,ACTIVESELFIP,10.19.249.30
F5VIP-10.19.249.12: 443,STANDBYSELFIP,10.19.249.29
F5VIP-10.19.249.12: 7891,FLOATINGSELFIP,10.19.249.28
F5VIP-10.19.249.12: 7891,CMDBPORT,7891
F5VIP-10.19.249.12: 7891,ACTIVESELFIP,10.19.249.30
F5VIP-10.19.249.12: 7891,STANDBYSELFIP,10.19.249.29
F5VIP-10.19.249.164: 443,FLOATINGSELFIP,10.19.249.165
F5VIP-10.19.249.164: 443,CMDBPORT,443
F5VIP-10.19.249.164: 443,ACTIVESELFIP,10.19.249.166
F5VIP-10.19.249.164: 443,STANDBYSELFIP,10.19.249.167
F5VIP-10.19.249.17: 443,FLOATINGSELFIP,10.19.249.28
F5VIP-10.19.249.17: 443,FLOATINGSELFIP,10.19.249.28
F5VIP-10.19.249.17: 443,FLOATINGSELFIP,10.19.249.28
F5VIP-10.19.249.17: 443,CMDBPORT,443
F5VIP-10.19.249.17: 443,CMDBPORT,443
F5VIP-10.19.249.17: 443,CMDBPORT,443
F5VIP-10.19.249.17: 443,ACTIVESELFIP,10.19.249.30
F5VIP-10.19.249.17: 443,ACTIVESELFIP,10.19.249.30
F5VIP-10.19.249.17: 443,ACTIVESELFIP,10.19.249.30
F5VIP-10.19.249.17: 443,STANDBYSELFIP,10.19.249.29
F5VIP-10.19.249.17: 443,STANDBYSELFIP,10.19.249.29
F5VIP-10.19.249.17: 443,STANDBYSELFIP,10.19.249.29
F5VIP-10.19.249.17: 7891,FLOATINGSELFIP,10.19.249.28
F5VIP-10.19.249.17: 7891,CMDBPORT,7891
F5VIP-10.19.249.17: 7891,ACTIVESELFIP,10.19.249.30
F5VIP-10.19.249.17: 7891,STANDBYSELFIP,10.19.249.29
F5VIP-10.19.249.232: 80,FLOATINGSELFIP,10.19.249.231
F5VIP-10.19.249.232: 80,CMDBPORT,80
F5VIP-10.19.249.232: 80,ACTIVESELFIP,10.19.249.229
F5VIP-10.19.249.232: 80,STANDBYSELFIP,10.19.249.230
F5VIP-10.19.249.243: 443,FLOATINGSELFIP,10.19.249.247
F5VIP-10.19.249.243: 443,CMDBPORT,443
F5VIP-10.19.249.243: 443,ACTIVESELFIP,10.19.249.248
F5VIP-10.19.249.243: 443,STANDBYSELFIP,10.19.249.246
F5VIP-10.19.249.243: 8443,FLOATINGSELFIP,10.19.249.247
F5VIP-10.19.249.243: 8443,CMDBPORT,8443
F5VIP-10.19.249.243: 8443,ACTIVESELFIP,10.19.249.248
F5VIP-10.19.249.243: 8443,STANDBYSELFIP,10.19.249.246
F5VIP-10.19.249.243: 8787,FLOATINGSELFIP,10.19.249.247
F5VIP-10.19.249.243: 8787,CMDBPORT,8787
F5VIP-10.19.249.243: 8787,ACTIVESELFIP,10.19.249.248
F5VIP-10.19.249.243: 8787,STANDBYSELFIP,10.19.249.246
F5VIP-10.19.249.243: 9002,FLOATINGSELFIP,10.19.249.247
F5VIP-10.19.249.243: 9002,CMDBPORT,9002
F5VIP-10.19.249.243: 9002,ACTIVESELFIP,10.19.249.248
F5VIP-10.19.249.243: 9002,STANDBYSELFIP,10.19.249.246
F5VIP-10.19.25.112: 443,FLOATINGSELFIP,10.19.25.93
F5VIP-10.19.25.112: 443,CMDBPORT,443
F5VIP-10.19.25.112: 443,ACTIVESELFIP,10.19.25.91
F5VIP-10.19.25.112: 443,STANDBYSELFIP,10.19.25.92
F5VIP-10.19.25.112: 80,FLOATINGSELFIP,10.19.25.93
F5VIP-10.19.25.112: 80,CMDBPORT,80
F5VIP-10.19.25.112: 80,ACTIVESELFIP,10.19.25.91
F5VIP-10.19.25.112: 80,STANDBYSELFIP,10.19.25.92
F5VIP-10.19.25.137: 10090,FLOATINGSELFIP,10.19.25.139
F5VIP-10.19.25.137: 10090,CMDBPORT,10090
F5VIP-10.19.25.137: 10090,ACTIVESELFIP,10.19.25.141
F5VIP-10.19.25.137: 10090,STANDBYSELFIP,10.19.25.138
F5VIP-10.19.25.137: 443,FLOATINGSELFIP,10.19.25.139
F5VIP-10.19.25.137: 443,CMDBPORT,443
F5VIP-10.19.25.137: 443,ACTIVESELFIP,10.19.25.141
